Город,Штат,Округ,Индекс,Телефонный код,Часовой пояс,Широта,Долгота
Ridgeway,NC,Warren,27570,252,EST,36.4356,-78.2369
Ridgeway,WI,Iowa,53582,608,CST,42.9984,-89.9938
Ridgeway,MI,Lenawee,49275,517,EST,41.9899,-83.8642
Ridgeway,IA,Winneshiek,52165,563,CST,43.2939,-91.9883
Ridgeway,MO,Harrison,64481,660,CST,40.4087,-93.969
Ridgeway,OH,Hardin,43345,937,EST,40.5284,-83.5843
Ridgewood,NJ,Bergen,7450,201,EST,40.982,-74.1129
Ridgewood,NJ,Bergen,7451,201,EST,40.978,-74.12
Ridgewood,NY,Queens,11385,718,EST,40.7029,-73.8797
Ridgway,PA,Elk,15853,814,EST,41.4574,-78.7267
Ridgway,IL,Gallatin,62979,618,CST,37.8135,-88.259
Ridgway,CO,Ouray,81432,970,MST,38.1593,-107.75
Ridley Park,PA,Delaware,19078,610,EST,39.8787,-75.3228
Ridott,IL,Stephenson,61067,815,CST,42.3041,-89.4852
Riegelsville,PA,Bucks,18077,610,EST,40.5612,-75.2384
Riegelwood,NC,Columbus,28456,910,EST,34.3449,-78.2578
Rienzi,MS,Alcorn,38865,662,CST,34.7126,-88.6585
Riesel,TX,McLennan,76682,254,CST,31.4758,-96.9193
Rifle,CO,Garfield,81650,970,MST,39.5402,-107.789
Rifton,NY,Ulster,12471,845,EST,41.8345,-74.0374
Riga,MI,Lenawee,49276,517,EST,41.7951,-83.8096
Rigby,ID,Jefferson,83442,208,MST,43.6865,-111.88
Riggins,ID,Idaho,83549,208,PST,45.3645,-116.392
Riley,IN,Vigo,47871,812,EST,39.3893,-87.3007
Riley,KS,Riley,66531,785,CST,39.2944,-96.8128
Riley,OR,Harney,97758,541,PST,43.1339,-119.687
Rileyville,VA,Page,22650,540,EST,38.7648,-78.3776
Rillito,AZ,Pima,85654,520,MST,32.4219,-111.104
Rillton,PA,Westmoreland,15678,724,EST,40.2861,-79.7145
Rimersburg,PA,Clarion,16248,814,EST,41.0429,-79.5085
Rimforest,CA,San Bernardino,92378,909,PST,34.2143,-117.243
Rimrock,AZ,Yavapai,86335,928,MST,34.6422,-111.782
Rinard,IL,Wayne,62878,618,CST,38.582,-88.4769
Rincon,PR,Rincon,677,787,EST+1,18.341,-67.2526
Rincon,GA,Effingham,31326,912,EST,32.2857,-81.2234
Rincon,NM,Dona Ana,87940,505,MST,32.6676,-107.155
Rindge,NH,Cheshire,3461,603,EST,42.7475,-72.0168
Riner,VA,Montgomery,24149,540,EST,37.0263,-80.4353
Rineyville,KY,Hardin,40162,270,EST,37.7516,-86.0032
Ringgold,PA,Jefferson,15770,814,EST,40.9957,-79.15
Ringgold,GA,Catoosa,30736,706,EST,34.9325,-85.1505
Ringgold,VA,Pittsylvania,24586,434,EST,36.5924,-79.3092
Ringgold,LA,Bienville,71068,318,CST,32.3176,-93.2995
Ringgold,TX,Montague,76261,940,CST,33.8045,-97.95
Ringle,WI,Marathon,54471,715,CST,44.8968,-89.429
Ringling,OK,Jefferson,73456,580,CST,34.181,-97.6106
Ringling,MT,Meagher,59642,406,MST,46.3016,-110.874
Ringoes,NJ,Hunterdon,8551,908,EST,40.439,-74.8274
Ringold,OK,McCurtain,74754,580,CST,34.194,-95.0702
Ringsted,IA,Emmet,50578,712,CST,43.2345,-94.3198
Ringtown,PA,Schuylkill,17967,570,EST,40.8535,-76.2346
Ringwood,NJ,Passaic,7456,973,EST,41.1008,-74.2903
Ringwood,IL,McHenry,60072,815,CST,42.4082,-88.2964
Ringwood,OK,Major,73768,580,CST,36.3815,-98.243
Rio,WV,Hampshire,26755,304,EST,39.1383,-78.6703
Rio,WI,Columbia,53960,920,CST,43.4461,-89.2507
Rio,IL,Knox,61472,309,CST,41.1093,-90.396
Rio Blanco,PR,Naguabo,744,787,EST+1,18.2144,-65.7932
Rio Dell,CA,Humboldt,95562,707,PST,40.5039,-124.107
Rio Frio,TX,Real,78879,830,CST,29.6543,-99.7747
Rio Grande,PR,Rio Grande,745,787,EST+1,18.3811,-65.8379
Rio Grande,NJ,Cape May,8242,609,EST,39.0209,-74.871
Rio Grande,OH,Gallia,45674,740,EST,38.8828,-82.3803
Rio Grande City,TX,Starr,78582,956,CST,26.4174,-98.8189
Rio Hondo,TX,Cameron,78583,956,CST,26.2365,-97.5792
Rio Linda,CA,Sacramento,95673,916,PST,38.6898,-121.453
Rio Medina,TX,Medina,78066,830,CST,29.4974,-98.8691
Rio Nido,CA,Sonoma,95471,707,PST,38.5236,-122.98
Rio Oso,CA,Sutter,95674,530,PST,38.96,-121.494
Rio Piedras,PR,San Juan,931,787,EST+1,18.4084,-66.0644
Rio Rancho,NM,Sandoval,87124,505,MST,35.2566,-106.697
Rio Rancho,NM,Sandoval,87144,505,,35.2527,-106.676
Rio Rancho,NM,Bernalillo,87174,505,MST,35.2437,-106.667
Rio Rico,AZ,Santa Cruz,85648,520,MST,31.4789,-111.067
Rio Verde,AZ,Maricopa,85263,480,MST,33.7192,-111.674
Rio Vista,TX,Johnson,76093,817,CST,32.2461,-97.3867
Rio Vista,CA,Solano,94571,707,PST,38.1722,-121.718
Rion,SC,Fairfield,29132,803,EST,34.3069,-81.1252
Riparius,NY,Warren,12862,518,EST,43.6617,-73.8975
Ripley,NY,Chautauqua,14775,716,EST,42.2625,-79.7066
Ripley,WV,Jackson,25271,304,EST,38.8157,-81.7072
Ripley,TN,Lauderdale,38063,731,CST,35.7375,-89.5352
Ripley,MS,Tippah,38663,662,CST,34.7395,-88.9731
Ripley,OH,Brown,45167,937,EST,38.7605,-83.8114
Ripley,OK,Payne,74062,918,CST,35.9873,-96.8872
Ripon,WI,Fond du Lac,54971,920,CST,43.8449,-88.8404
Ripon,CA,San Joaquin,95366,209,PST,37.7805,-121.123
Rippey,IA,Greene,50235,515,CST,41.933,-94.2006
Ripplemead,VA,Giles,24150,540,EST,37.3784,-80.6562
Rippon,WV,Jefferson,25441,304,EST,39.228,-77.9227
Ripton,VT,Addison,5766,802,EST,43.9736,-73.0344
Ririe,ID,Jefferson,83443,208,MST,43.5971,-111.66
Risco,MO,New Madrid,63874,573,CST,36.5518,-89.8192
Rising City,NE,Butler,68658,402,CST,41.1977,-97.2959
Rising Fawn,GA,Dade,30738,706,EST,34.7783,-85.4445
Rising Star,TX,Eastland,76471,254,CST,32.0967,-98.9641
Rising Sun,MD,Cecil,21911,410,EST,39.6908,-76.0475
Rising Sun,IN,Ohio,47040,812,EST,38.9494,-84.8566
Risingsun,OH,Wood,43457,419,EST,41.2723,-83.4318
Rison,AR,Cleveland,71665,870,CST,34.0087,-92.1411
Rittman,OH,Wayne,44270,330,EST,40.9713,-81.781
Ritzville,WA,Adams,99169,509,PST,47.1264,-118.376
Riva,MD,Anne Arundel,21140,410,EST,38.9514,-76.5841
River,KY,Johnson,41254,606,EST,37.8744,-82.663
River Edge,NJ,Bergen,7661,201,EST,40.9275,-74.0388
River Falls,WI,Pierce,54022,715,CST,44.8808,-92.6323
River Falls,AL,Covington,36476,334,CST,31.3019,-86.6219
River Forest,IL,Cook,60305,708,CST,41.8942,-87.8171
River Grove,IL,Cook,60171,708,CST,41.9269,-87.8399
River Pines,CA,Amador,95675,209,PST,38.5463,-120.743
River Rouge,MI,Wayne,48218,313,EST,42.2704,-83.1385
Riverbank,CA,Stanislaus,95367,209,PST,37.7324,-120.943
Riverchase,AL,Jefferson,35236,205,CST,33.3583,-86.817
Riverdale,NJ,Morris,7457,973,EST,40.9911,-74.3117
Riverdale,MD,Prince George's,20737,301,EST,38.9606,-76.9182
Riverdale,MD,Prince George's,20738,301,EST,38.9643,-76.9276
Riverdale,GA,Clayton,30274,770,EST,33.5536,-84.4024
Riverdale,GA,Clayton,30296,770,EST,33.5657,-84.4331
Riverdale,ND,McLean,58565,701,CST,47.5015,-101.371
Riverdale,MI,Gratiot,48877,989,EST,43.4015,-84.841
Riverdale,NE,Buffalo,68870,308,CST,40.7847,-99.1616
Riverdale,CA,Fresno,93656,559,PST,36.4376,-119.91
Riverdale,CA,Fresno,93607,559,PST,36.4311,-119.859
Riverhead,NY,Suffolk,11901,631,EST,40.9292,-72.6475
Riverside,RI,Providence,2915,401,EST,41.7852,-71.4073
Riverside,PA,Northumberland,17868,570,EST,40.9566,-76.6283
Riverside,CT,Fairfield,6878,203,EST,41.0357,-73.5821
Riverside,AL,Saint Clair,35135,205,CST,33.6024,-86.1973
Riverside,MI,Berrien,49084,269,EST,42.1818,-86.3836
Riverside,IL,Cook,60546,708,CST,41.8345,-87.8289
Riverside,IA,Washington,52327,319,CST,41.4818,-91.5799
Riverside,WA,Okanogan,98849,509,PST,48.4821,-119.615
Riverside,UT,Box Elder,84334,435,MST,41.7841,-112.134
Riverside,CA,Riverside,92501,909,PST,33.9938,-117.368
Riverside,CA,Riverside,92502,909,PST,33.9805,-117.373
Riverside,CA,Riverside,92503,909,PST,33.9145,-117.456
Riverside,CA,Riverside,92504,909,PST,33.9145,-117.408
Riverside,CA,Riverside,92505,909,PST,33.9199,-117.487
Riverside,CA,Riverside,92506,909,PST,33.9412,-117.363
Riverside,CA,Riverside,92507,909,PST,33.9784,-117.331
Riverside,CA,Riverside,92508,909,PST,33.8876,-117.313
Riverside,CA,Riverside,92509,909,PST,34.0009,-117.439
Riverside,CA,Riverside,92513,909,PST,33.9155,-117.46
Riverside,CA,Riverside,92514,909,PST,33.946,-117.415
Riverside,CA,Riverside,92515,909,PST,33.9187,-117.489
Riverside,CA,Riverside,92516,909,PST,33.9547,-117.394
Riverside,CA,Riverside,92517,909,PST,33.9637,-117.435
Riverside,CA,Riverside,92518,909,PST,33.8938,-117.288
Riverside,CA,Riverside,92519,909,PST,33.9957,-117.413
Riverside,CA,Riverside,92521,909,PST,33.9723,-117.347
Riverside,CA,Riverside,92522,909,PST,33.9404,-117.397
Riverside,OR,Malheur,97917,541,MST,43.5091,-118.099
Riverside,TX,Walker,77367,936,CST,30.8427,-95.374
Riverton,CT,Litchfield,6065,860,EST,41.9805,-73.0041
Riverton,NJ,Burlington,8076,856,EST,40.0117,-75.0149
Riverton,WV,Pendleton,26814,304,EST,38.6991,-79.4956
Riverton,KS,Cherokee,66770,620,CST,37.1013,-94.6709
Riverton,IL,Sangamon,62561,217,CST,39.8545,-89.5077
Riverton,WY,Fremont,82501,307,MST,43.1159,-108.413
Riverton,IA,Fremont,51650,712,CST,40.6875,-95.5686
Riverton,NE,Franklin,68972,402,CST,40.111,-98.8108
Riverton,UT,Salt Lake,84065,801,MST,40.4878,-112.012
Rivervale,AR,Poinsett,72377,870,CST,35.5603,-90.4344
Riverview,FL,Hillsborough,33568,813,EST,27.8705,-82.3167
Riverview,FL,Hillsborough,33569,813,EST,27.8492,-82.3155
Rives,TN,Obion,38253,731,CST,36.3242,-89.0399
Rives,MO,Dunklin,63875,573,CST,36.0956,-90.0134
Rives Junction,MI,Jackson,49277,517,EST,42.388,-84.4659
Rivesville,WV,Marion,26588,304,EST,39.5312,-80.1228
Riviera,TX,Kleberg,78379,361,CST,27.3194,-97.8625
Riviera Beach,FL,Palm Beach,33404,561,EST,26.7879,-80.0707
Riviera Beach,FL,Palm Beach,33419,561,EST,26.7819,-80.0927
Rixeyville,VA,Culpeper,22737,540,EST,38.5966,-78.0011
Rixford,PA,McKean,16745,814,EST,41.9263,-78.4947
Roach,MO,Camden,65787,573,CST,38.0109,-92.8088
Roachdale,IN,Putnam,46172,765,EST,39.8485,-86.7981
Roan Mountain,TN,Carter,37687,423,EST,36.1716,-82.0953
Roann,IN,Wabash,46974,765,EST,40.9107,-85.9232
Roanoke,VA,Roanoke City,24001,540,EST,37.2712,-79.942
Roanoke,VA,Roanoke City,24002,540,EST,37.2784,-79.9584
Roanoke,VA,Roanoke City,24003,540,EST,37.2712,-79.9416
Roanoke,VA,Roanoke City,24004,540,EST,37.2712,-79.942
Roanoke,VA,Roanoke City,24005,540,EST,37.2712,-79.9416
Roanoke,VA,Roanoke City,24006,540,EST,37.2712,-79.9416
Roanoke,VA,Roanoke City,24007,540,EST,37.2712,-79.9418
Roanoke,VA,Roanoke City,24008,540,EST,37.2712,-79.9418
Roanoke,VA,Roanoke City,24009,540,EST,37.2712,-79.9418
Roanoke,VA,Roanoke City,24010,540,EST,37.2712,-79.9418
Roanoke,VA,Roanoke City,24011,540,EST,37.2705,-79.9422
Roanoke,VA,Roanoke City,24012,540,EST,37.3065,-79.9403
Roanoke,VA,Roanoke City,24013,540,EST,37.2676,-79.9273
Roanoke,VA,Roanoke City,24014,540,EST,37.231,-79.9375
Roanoke,VA,Roanoke City,24015,540,EST,37.2568,-79.9798
Roanoke,VA,Roanoke City,24016,540,EST,37.2724,-79.9513
Roanoke,VA,Roanoke City,24017,540,EST,37.2933,-79.9881
Roanoke,VA,Roanoke,24018,540,EST,37.2224,-80.0527
Roanoke,VA,Botetourt,24019,540,EST,37.3372,-79.9517
Roanoke,VA,Roanoke City,24022,540,EST,37.2712,-79.9416
Roanoke,VA,Montgomery,24023,540,EST,37.2698,-79.9537
Roanoke,VA,Roanoke City,24024,540,EST,37.279,-79.9348
Roanoke,VA,Roanoke City,24025,540,EST,37.2732,-79.9532
Roanoke,VA,Roanoke City,24026,540,EST,37.2732,-79.9532
Roanoke,VA,Roanoke City,24027,540,EST,37.2732,-79.9532
Roanoke,VA,Roanoke City,24028,540,EST,37.279,-79.9433
Roanoke,VA,Roanoke City,24029,540,EST,37.2729,-79.9536
Roanoke,VA,Roanoke City,24030,540,EST,37.2729,-79.9536
Roanoke,VA,Roanoke City,24031,540,EST,37.2732,-79.9534
Roanoke,VA,Roanoke City,24032,540,EST,37.279,-79.9343
Roanoke,VA,Roanoke City,24033,540,EST,37.2732,-79.9532
Roanoke,VA,Roanoke City,24034,540,EST,37.279,-79.9348
Roanoke,VA,Roanoke City,24035,540,EST,37.2793,-79.9309
Roanoke,VA,Roanoke City,24036,540,EST,37.279,-79.9343
Roanoke,VA,Roanoke City,24037,540,EST,37.279,-79.9343
Roanoke,VA,Roanoke City,24038,540,EST,37.2729,-79.9536
Roanoke,VA,Roanoke City,24040,540,EST,37.2784,-79.9336
Roanoke,VA,Roanoke City,24042,540,EST,37.2739,-79.941
Roanoke,VA,Roanoke City,24043,540,EST,37.2673,-79.9227
Roanoke,VA,Roanoke City,24044,540,EST,37.2784,-79.9336
Roanoke,VA,Roanoke City,24045,540,EST,37.2709,-79.9416
Roanoke,VA,Roanoke City,24048,540,EST,37.2239,-80.0515
Roanoke,VA,Botetourt,24050,540,EST,37.3453,-79.9561
Roanoke,AL,Randolph,36274,334,CST,33.1486,-85.3707
Roanoke,IN,Huntington,46783,260,EST,40.9661,-85.2951
Roanoke,TX,Denton,76262,817,CST,32.9995,-97.2194
Roanoke,TX,Denton,76299,817,CST,32.9816,-97.1692
Roanoke,LA,Jefferson Davis,70581,337,CST,30.3431,-92.7359
Roanoke,IL,Woodford,61561,309,CST,40.7972,-89.2013
Roanoke Rapids,NC,Halifax,27870,252,EST,36.4411,-77.7224
Roans Prairie,TX,Grimes,77875,936,CST,30.5841,-95.9436
Roaring Branch,PA,Tioga,17765,570,EST,41.5544,-76.8942
Roaring Gap,NC,Alleghany,28668,336,EST,36.4044,-81.0048
Roaring River,NC,Wilkes,28669,336,EST,36.1959,-81.0032
Roaring Spring,PA,Blair,16673,814,EST,40.3487,-78.3884
Roaring Springs,TX,Motley,79256,806,CST,33.9038,-100.855
Roark,KY,Leslie,40979,606,EST,37.0293,-83.511
Robards,KY,Henderson,42452,270,CST,37.6901,-87.5515
Robbins,NC,Moore,27325,910,EST,35.4412,-79.5805
Robbins,TN,Scott,37852,423,EST,36.326,-84.5709
Robbins,IL,Cook,60472,708,CST,41.6435,-87.7022
Robbins,CA,Sutter,95676,530,PST,38.881,-121.717
Robbinston,ME,Washington,4671,207,EST,45.0628,-67.1679
Robbinsville,NJ,Mercer,8691,609,EST,40.2222,-74.651
Robbinsville,NC,Graham,28771,828,EST,35.3405,-83.8642
Robeline,LA,Natchitoches,71469,318,CST,31.8044,-93.3068
Robersonville,NC,Martin,27871,252,EST,35.822,-77.2522
Robert,LA,Tangipahoa,70455,985,CST,30.5181,-90.3321
Robert Lee,TX,Coke,76945,915,CST,31.8957,-100.485
Roberta,GA,Crawford,31078,478,EST,32.7209,-84.0164
Roberts,WI,Saint Croix,54023,715,CST,44.9898,-92.5609
Roberts,IL,Ford,60962,217,CST,40.6144,-88.1833
Roberts,MT,Carbon,59070,406,MST,45.3745,-109.21
Roberts,ID,Jefferson,83444,208,MST,43.7345,-112.126
Robertsdale,PA,Huntingdon,16674,814,EST,40.1835,-78.1159
Robertsdale,AL,Baldwin,36567,251,CST,30.5694,-87.6307
Robertson,WY,Uinta,82944,307,MST,41.0863,-110.558
Robertsville,OH,Stark,44670,330,EST,40.7628,-81.1878
Robertsville,MO,Franklin,63072,636,CST,38.3983,-90.8282
Robesonia,PA,Berks,19551,610,EST,40.3497,-76.1376
Robins,IA,Linn,52328,319,CST,42.0725,-91.6644
Robinson,PA,Indiana,15949,724,EST,40.4163,-79.1389
Robinson,ND,Kidder,58478,701,CST,47.1548,-99.6793
Robinson,IL,Crawford,62454,618,CST,39.0058,-87.7751
Robinson,KS,Brown,66532,785,CST,39.8169,-95.3938
Robinson Creek,KY,Pike,41560,606,EST,37.3289,-82.5706
Robinsonville,MS,Tunica,38664,662,CST,34.8172,-90.3161
Robson,WV,Fayette,25173,304,EST,38.0977,-81.2477
Robstown,TX,Nueces,78380,361,CST,27.7625,-97.7426
Roby,MO,Texas,65557,417,CST,37.4942,-92.1143
Roby,TX,Fisher,79543,915,CST,32.7203,-100.419
Roca,NE,Lancaster,68430,402,CST,40.6749,-96.6675
Rochdale,MA,Worcester,1542,508,EST,42.1972,-71.9059
Rochelle,GA,Wilcox,31079,229,EST,31.9483,-83.4554
Rochelle,VA,Madison,22738,540,EST,38.2646,-78.2445
Rochelle,IL,Ogle,61068,815,CST,41.9482,-89.0554
Rochelle,TX,McCulloch,76872,915,CST,31.3305,-99.1426
Rochelle Park,NJ,Bergen,7662,201,EST,40.9051,-74.0906
Rocheport,MO,Boone,65279,573,CST,39.0001,-92.5165
Rochert,MN,Becker,56578,218,CST,46.8717,-95.5975
Rochester,VT,Windsor,5767,802,EST,43.8707,-72.8275
Rochester,NY,Monroe,14617,585,EST,43.2064,-77.6353
Rochester,NY,Monroe,14618,585,EST,43.1164,-77.5572
Rochester,NY,Monroe,14619,585,EST,43.1353,-77.6451
Rochester,NY,Monroe,14620,585,EST,43.1333,-77.6018
Rochester,NY,Monroe,14621,585,EST,43.1845,-77.6021
Rochester,NY,Monroe,14622,585,EST,43.2158,-77.5617
Rochester,NY,Monroe,14623,585,EST,43.0823,-77.6325
Rochester,NY,Monroe,14624,585,EST,43.1201,-77.7318
Rochester,NY,Monroe,14625,585,EST,43.1492,-77.5453
Rochester,NY,Monroe,14626,585,EST,43.2166,-77.7145
Rochester,NY,Monroe,14627,585,EST,43.1206,-77.6702
Rochester,NY,Monroe,14638,585,EST,43.1577,-77.6054
Rochester,NY,Monroe,14639,585,EST,43.155,-77.6043
Rochester,NY,Monroe,14642,585,EST,43.1218,-77.6251
Rochester,NY,Monroe,14643,585,EST,43.1573,-77.6072
Rochester,NY,Monroe,14644,585,EST,43.1546,-77.6043
Rochester,NY,Monroe,14645,585,EST,43.1557,-77.6046
Rochester,NY,Monroe,14646,585,EST,43.1533,-77.6052
Rochester,NY,Monroe,14647,585,EST,43.1566,-77.6096
Rochester,NY,Monroe,14649,585,EST,43.1572,-77.6036
Rochester,NY,Monroe,14650,585,EST,43.161,-77.6196
Rochester,NY,Monroe,14651,585,EST,43.161,-77.6215
Rochester,NY,Monroe,14652,585,EST,43.1526,-77.7318
Rochester,NY,Monroe,14653,585,EST,43.1546,-77.6257
Rochester,NY,Monroe,14660,585,EST,43.0873,-77.6494
Rochester,NY,Monroe,14664,585,EST,43.1546,-77.6043
Rochester,NY,Monroe,14673,585,EST,43.1575,-77.6145
Rochester,NY,Monroe,14683,585,EST,43.0871,-77.5983
Rochester,NY,Monroe,14692,585,EST,43.086,-77.599
Rochester,NY,Monroe,14694,585,EST,43.0871,-77.5983
Rochester,MA,Plymouth,2770,508,EST,41.7608,-70.8446
Rochester,PA,Beaver,15074,724,EST,40.7072,-80.2701
Rochester,NH,Strafford,3839,603,EST,43.2656,-71.0104
Rochester,NH,Strafford,3866,603,EST,43.3008,-70.979
Rochester,NH,Strafford,3867,603,EST,43.3041,-70.9891
Rochester,NH,Strafford,3868,603,EST,43.3366,-70.9473
Rochester,KY,Butler,42273,270,CST,37.2171,-86.8686
Rochester,NY,Monroe,14600,585,,43.1547,-77.6158
Rochester,NY,Monroe,14601,585,EST,43.1688,-77.6029
Rochester,NY,Monroe,14602,585,EST,43.1688,-77.6027
Rochester,NY,Monroe,14603,585,EST,43.1629,-77.6031
Rochester,NY,Monroe,14604,585,EST,43.1574,-77.6057
Rochester,NY,Monroe,14605,585,EST,43.1673,-77.6004
Rochester,NY,Monroe,14606,585,EST,43.1693,-77.6879
Rochester,NY,Monroe,14607,585,EST,43.1508,-77.5902
Rochester,NY,Monroe,14608,585,EST,43.1548,-77.6265
Rochester,NY,Monroe,14609,585,EST,43.1756,-77.5614
Rochester,NY,Monroe,14610,585,EST,43.1407,-77.5486
Rochester,NY,Monroe,14611,585,EST,43.1236,-77.6946
Rochester,NY,Monroe,14612,585,EST,43.2569,-77.6784
Rochester,NY,Monroe,14613,585,EST,43.1809,-77.6359
Rochester,NY,Monroe,14614,585,EST,43.1532,-77.6079
Rochester,NY,Monroe,14615,585,EST,43.21,-77.6516
Rochester,NY,Monroe,14616,585,EST,43.229,-77.6807
Rochester,MN,Olmsted,55901,507,CST,44.0519,-92.4959
Rochester,MN,Olmsted,55902,507,CST,43.9997,-92.4918
Rochester,MN,Olmsted,55903,507,CST,43.9986,-92.5331
Rochester,MN,Olmsted,55904,507,CST,44.013,-92.4215
Rochester,MN,Olmsted,55905,507,CST,44.0368,-92.4912
Rochester,MN,Olmsted,55906,507,CST,44.0622,-92.4375
Rochester,WI,Racine,53167,262,CST,42.741,-88.2247
Rochester,MI,Oakland,48308,248,EST,42.6805,-83.1338
Rochester,IN,Fulton,46975,574,EST,41.063,-86.2096
Rochester,IL,Sangamon,62563,217,CST,39.7595,-89.5452
Rochester,WA,Thurston,98579,360,PST,46.8245,-123.053
Rochester,TX,Haskell,79544,940,CST,33.3006,-99.8474
Rochester Hills,MI,Oakland,48306,248,EST,42.7286,-83.1498
Rochester Hills,MI,Oakland,48307,248,EST,42.659,-83.1226
Rochester Hills,MI,Oakland,48309,248,EST,42.658,-83.1865
Rochester Mills,PA,Indiana,15771,724,EST,40.8207,-79.0059
Rociada,NM,San Miguel,87742,505,MST,35.8175,-105.337
Rock,WV,Mercer,24747,304,EST,37.3899,-81.2308
Rock,KS,Cowley,67131,620,CST,37.4288,-96.9284
Rock,MI,Delta,49880,906,EST,46.0367,-87.1758
Rock Camp,OH,Lawrence,45675,740,EST,38.5211,-82.5641
Rock Cave,WV,Upshur,26215,304,EST,38.8367,-80.3428
Rock Cave,WV,Upshur,26234,304,EST,38.7683,-80.3028
Rock City,IL,Stephenson,61070,815,CST,42.4104,-89.4745
Rock City Falls,NY,Saratoga,12863,518,EST,43.062,-73.9246
Rock Creek,WV,Raleigh,25174,304,EST,37.8366,-81.4891
Rock Creek,OH,Ashtabula,44084,440,EST,41.6678,-80.9076
Rock Creek,MN,Pine,55067,320,CST,45.7623,-92.9262
Rock Falls,IA,Cerro Gordo,50467,641,CST,43.2074,-93.0852
Rock Falls,IL,Whiteside,61071,815,CST,41.7587,-89.6924
Rock Falls,WI,Dunn,54764,715,CST,44.7186,-91.6897
Rock Glen,PA,Luzerne,18246,570,EST,40.9522,-76.1633
Rock Hall,MD,Kent,21661,410,EST,39.1363,-76.2296
Rock Hill,NY,Sullivan,12775,845,EST,41.6149,-74.5838
Rock Hill,SC,York,29730,803,EST,34.9273,-81.0222
Rock Hill,SC,York,29731,803,EST,34.9663,-81.0513
Rock Hill,SC,York,29732,803,EST,34.9697,-81.0606
Rock Hill,SC,York,29733,803,EST,34.8887,-81.0226
Rock Hill,SC,York,29734,803,EST,34.8887,-81.0226
Rock Island,TN,Warren,38581,931,CST,35.7308,-85.6502
Rock Island,IL,Rock Island,61201,309,CST,41.487,-90.57
Rock Island,IL,Rock Island,61204,309,CST,41.4916,-90.57
Rock Island,IL,Rock Island,61299,309,CST,41.5178,-90.5309
Rock Island,WA,Douglas,98850,509,PST,47.3708,-120.139
Rock Island,TX,Colorado,77470,979,CST,29.5308,-96.575
Rock Point,MD,Charles,20682,301,EST,38.3483,-76.9205
Rock Point,AZ,Apache,86545,928,MST,36.7181,-109.625
Rock Port,MO,Atchison,64482,660,CST,40.4116,-95.5168
Rock Rapids,IA,Lyon,51246,712,CST,43.4221,-96.248
Rock River,WY,Albany,82058,307,MST,42.1969,-105.679
Rock River,WY,Albany,82083,307,MST,41.7825,-105.884
Rock Spring,GA,Walker,30739,706,EST,34.8993,-85.2838
Rock Springs,WI,Sauk,53961,608,CST,43.4788,-89.9121
Rock Springs,WY,Sweetwater,82901,307,MST,41.6365,-108.941
Rock Springs,WY,Sweetwater,82902,307,MST,41.5875,-109.202
Rock Stream,NY,Schuyler,14878,607,EST,42.4694,-76.9326
Rock Tavern,NY,Orange,12575,845,EST,41.4714,-74.1466
Rock Valley,IA,Sioux,51247,712,CST,43.2032,-96.2951
Rock View,WV,Wyoming,24880,304,EST,37.5551,-81.5269
Rockaway,NJ,Morris,7866,973,EST,40.9438,-74.4801
Rockaway,OR,Tillamook,97136,503,PST,45.6315,-123.891
Rockaway Beach,MO,Taney,65740,417,CST,36.7034,-93.1617
Rockbridge,OH,Hocking,43149,740,EST,39.5209,-82.5857
Rockbridge,IL,Greene,62081,618,CST,39.2864,-90.2718
Rockbridge,MO,Ozark,65741,417,CST,36.7894,-92.4089
Rockbridge Baths,VA,Rockbridge,24473,540,EST,37.8986,-79.3944
Rockdale,TX,Milam,76567,512,CST,30.6546,-97.0104
Rockfall,CT,Middlesex,6481,860,EST,41.5336,-72.6989
Rockfield,KY,Warren,42274,270,CST,36.9565,-86.6053
Rockfield,IN,Carroll,46977,574,EST,40.6423,-86.5751
Rockford,AL,Coosa,35136,256,CST,32.8638,-86.2716
Rockford,IA,Floyd,50468,641,CST,43.0526,-92.9474
Rockford,MI,Kent,49341,616,EST,43.1128,-85.5109
Rockford,MI,Kent,49351,616,EST,43.1262,-85.5566
Rockford,TN,Blount,37853,865,EST,35.8281,-83.9444
Rockford,MN,Wright,55373,763,CST,45.0896,-93.7354
Rockford,OH,Mercer,45882,419,EST,40.6723,-84.6577
Rockford,IL,Winnebago,61101,815,CST,42.2979,-89.1276
Rockford,IL,Winnebago,61102,815,CST,42.2527,-89.1313
Rockford,IL,Winnebago,61103,815,CST,42.301,-89.104
Rockford,IL,Winnebago,61104,815,CST,42.2553,-89.0812
Rockford,IL,Winnebago,61105,815,CST,42.2679,-89.0962
Rockford,IL,Winnebago,61106,815,CST,42.2703,-89.0631
Rockford,IL,Winnebago,61107,815,CST,42.2815,-89.0269
Rockford,IL,Winnebago,61108,815,CST,42.2528,-89.0275
Rockford,IL,Winnebago,61109,815,CST,42.1947,-89.0627
Rockford,IL,Winnebago,61110,815,CST,42.2668,-89.0823
